subID,partnerID,dyad,connection_3_before,connection_2_before,connection_1_before,connection_long_gap,connection_1_after,connection_2_after,connection_3_after,gap_length,change_in_connection_3_before,change_in_connection_2_before,change_in_connection_1_before,change_in_connection_1_after,change_in_connection_2_after,change_in_connection_3_after
69,65,65_69,86.6,90.0,90.0,88.6,72.3,68.0,68.05,2498.0,-2.0,1.4000000000000057,1.4000000000000057,-16.299999999999997,-20.599999999999994,-20.549999999999997
24,21,24_21,83.0,83.0,83.15,84.92592592592592,84.0,84.0,84.0,2703.0,-1.9259259259259238,-1.9259259259259238,-1.7759259259259181,-0.9259259259259238,-0.9259259259259238,-0.9259259259259238
21,24,24_21,37.0,37.0,37.0,37.0,37.0,37.0,37.0,2703.0,0.0,0.0,0.0,0.0,0.0,0.0
24,21,24_21,86.0,86.0,86.0,82.21428571428571,60.6,52.65,46.85,2788.0,3.785714285714292,3.785714285714292,3.785714285714292,-21.614285714285707,-29.56428571428571,-35.36428571428571
21,24,24_21,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2788.0,0.0,0.0,0.0,0.0,0.0,0.0
24,21,24_21,77.75,76.05,76.0,76.0,76.0,76.0,70.25,3898.0,1.75,0.04999999999999716,0.0,0.0,0.0,-5.75
21,24,24_21,9.75,10.0,11.2,10.846153846153847,8.0,6.75,1.25,3898.0,-1.0961538461538467,-0.8461538461538467,0.3538461538461526,-2.8461538461538467,-4.096153846153847,-9.596153846153847
84,81,84_81,9.0,10.9,12.0,12.0,12.0,12.0,12.0,2220.0,-3.0,-1.0999999999999996,0.0,0.0,0.0,0.0
81,84,84_81,67.0,67.0,67.0,67.0,67.0,67.0,67.0,2220.0,0.0,0.0,0.0,0.0,0.0,0.0
84,81,84_81,16.0,15.65,15.0,15.0,15.0,15.0,15.0,3392.0,1.0,0.6500000000000004,0.0,0.0,0.0,0.0
81,84,84_81,67.0,67.0,67.0,67.0,67.0,67.0,67.0,3392.0,0.0,0.0,0.0,0.0,0.0,0.0
20,22,20_22,70.8,69.0,69.0,69.0,69.0,69.0,69.0,2322.0,1.7999999999999972,0.0,0.0,0.0,0.0,0.0
22,20,20_22,80.0,80.0,79.8,82.0,82.0,82.0,82.0,2322.0,-2.0,-2.0,-2.200000000000003,0.0,0.0,0.0
66,63,66_63,49.0,49.0,49.25,51.130434782608695,52.0,52.0,52.0,2281.0,-2.1304347826086953,-2.1304347826086953,-1.8804347826086953,0.8695652173913047,0.8695652173913047,0.8695652173913047
63,66,66_63,61.0,61.0,61.0,61.0,61.0,61.0,61.0,2281.0,0.0,0.0,0.0,0.0,0.0,0.0
108,110,108_110,79.0,79.0,79.0,79.0,79.0,79.0,79.0,2133.0,0.0,0.0,0.0,0.0,0.0,0.0
110,108,108_110,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2133.0,0.0,0.0,0.0,0.0,0.0,0.0
22,27,22_27,39.0,39.0,39.0,35.77272727272727,33.0,33.0,33.0,2248.0,3.2272727272727266,3.2272727272727266,3.2272727272727266,-2.7727272727272734,-2.7727272727272734,-2.7727272727272734
27,22,22_27,68.0,68.0,68.0,68.0,68.0,68.0,68.0,2248.0,0.0,0.0,0.0,0.0,0.0,0.0
22,27,22_27,5.0,5.0,9.85,12.545454545454545,5.15,0.4,0.0,2256.0,-7.545454545454545,-7.545454545454545,-2.6954545454545453,-7.395454545454545,-12.145454545454545,-12.545454545454545
27,22,22_27,72.0,72.0,72.0,72.0,72.0,72.0,72.0,2256.0,0.0,0.0,0.0,0.0,0.0,0.0
22,27,22_27,44.0,44.0,44.0,44.0,44.0,44.0,44.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0
27,22,22_27,72.0,72.0,72.0,72.0,72.0,72.0,72.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0
6,11,6_11,67.0,69.65,72.0,72.0,72.0,72.0,72.0,2007.0,-5.0,-2.3499999999999943,0.0,0.0,0.0,0.0
11,6,6_11,87.0,87.0,87.0,87.0,87.65,89.0,89.0,2007.0,0.0,0.0,0.0,0.6500000000000057,2.0,2.0
45,43,45_43,79.0,79.0,79.0,77.73913043478261,77.5,77.4,77.0,2308.0,1.2608695652173907,1.2608695652173907,1.2608695652173907,-0.2391304347826093,-0.33913043478260363,-0.7391304347826093
43,45,45_43,93.0,93.0,93.0,93.0,93.0,93.0,93.0,2308.0,0.0,0.0,0.0,0.0,0.0,0.0
100,103,100_103,36.0,36.0,33.45,29.0,29.0,29.0,29.0,2169.0,7.0,7.0,4.450000000000003,0.0,0.0,0.0
103,100,100_103,68.05,67.85,59.75,45.90909090909091,48.2,48.85,48.0,2169.0,22.14090909090909,21.940909090909088,13.840909090909093,2.2909090909090963,2.940909090909095,2.0909090909090935
100,103,100_103,80.0,80.0,80.0,80.0,60.65,48.8,69.55,2011.0,0.0,0.0,0.0,-19.35,-31.200000000000003,-10.450000000000003
103,100,100_103,35.0,35.0,35.0,35.0,35.0,46.8,47.0,2011.0,0.0,0.0,0.0,0.0,11.799999999999997,12.0
6,10,6_10,17.0,17.0,17.0,17.0,17.0,17.0,17.0,2343.0,0.0,0.0,0.0,0.0,0.0,0.0
10,6,6_10,58.0,53.1,48.05,47.0,47.0,48.0,48.7,2343.0,11.0,6.100000000000001,1.0499999999999972,0.0,1.0,1.7000000000000028
6,10,6_10,17.0,17.0,17.0,17.0,17.0,17.0,17.0,2628.0,0.0,0.0,0.0,0.0,0.0,0.0
10,6,6_10,49.0,49.15,50.7,51.0,51.0,51.2,53.0,2628.0,-2.0,-1.8500000000000014,-0.29999999999999716,0.0,0.20000000000000284,2.0
22,26,22_26,51.0,51.0,51.0,44.833333333333336,46.85,54.9,60.45,2408.0,6.166666666666664,6.166666666666664,6.166666666666664,2.0166666666666657,10.066666666666663,15.616666666666667
26,22,22_26,52.0,52.0,52.0,52.0,52.0,52.0,52.0,2408.0,0.0,0.0,0.0,0.0,0.0,0.0
22,26,22_26,54.0,54.0,53.75,45.121212121212125,40.2,40.0,39.2,3275.0,8.878787878787875,8.878787878787875,8.628787878787875,-4.921212121212122,-5.121212121212125,-5.921212121212122
26,22,22_26,100.0,100.0,100.0,100.0,83.55,70.85,70.0,3275.0,0.0,0.0,0.0,-16.450000000000003,-29.150000000000006,-30.0
82,86,82_86,77.0,77.0,77.0,77.0,77.0,77.0,77.0,2285.0,0.0,0.0,0.0,0.0,0.0,0.0
86,82,82_86,49.9,53.5,59.4,61.34782608695652,61.55,60.05,61.2,2285.0,-11.447826086956525,-7.847826086956523,-1.9478260869565247,0.20217391304347387,-1.2978260869565261,-0.14782608695652044
108,105,108_105,73.0,73.0,73.0,73.0,73.0,73.0,73.0,2113.0,0.0,0.0,0.0,0.0,0.0,0.0
105,108,108_105,23.0,23.0,23.0,23.0,23.0,23.0,23.0,2113.0,0.0,0.0,0.0,0.0,0.0,0.0
108,105,108_105,92.0,92.0,92.0,92.0,92.0,92.0,92.0,3152.0,0.0,0.0,0.0,0.0,0.0,0.0
105,108,108_105,0.55,11.95,15.0,15.0,15.6,16.0,17.35,3152.0,-14.45,-3.0500000000000007,0.0,0.5999999999999996,1.0,2.3500000000000014
27,28,27_28,65.0,65.0,65.0,65.0,65.0,65.0,65.0,2593.0,0.0,0.0,0.0,0.0,0.0,0.0
28,27,27_28,83.0,83.0,83.0,83.0,83.0,83.0,83.0,2593.0,0.0,0.0,0.0,0.0,0.0,0.0
27,28,27_28,70.0,70.0,70.0,70.0,70.0,70.0,70.0,2567.0,0.0,0.0,0.0,0.0,0.0,0.0
28,27,27_28,98.0,98.0,98.0,98.0,98.0,98.0,98.0,2567.0,0.0,0.0,0.0,0.0,0.0,0.0
80,81,80_81,61.0,61.0,61.0,60.55,64.6,65.0,65.0,2076.0,0.45000000000000284,0.45000000000000284,0.45000000000000284,4.049999999999997,4.450000000000003,4.450000000000003
81,80,80_81,15.0,15.0,15.0,15.0,16.5,26.0,26.0,2076.0,0.0,0.0,0.0,1.5,11.0,11.0
80,81,80_81,66.0,69.85,73.75,74.0,74.0,74.0,74.0,2142.0,-8.0,-4.150000000000006,-0.25,0.0,0.0,0.0
81,80,80_81,26.0,26.0,26.0,26.0,26.0,26.0,26.0,2142.0,0.0,0.0,0.0,0.0,0.0,0.0
80,81,80_81,74.0,74.0,74.0,74.0,74.0,74.0,74.0,2365.0,0.0,0.0,0.0,0.0,0.0,0.0
81,80,80_81,26.0,26.0,26.0,26.0,26.0,26.0,26.0,2365.0,0.0,0.0,0.0,0.0,0.0,0.0
80,81,80_81,93.0,93.0,93.0,93.0,93.0,92.2,86.8,2196.0,0.0,0.0,0.0,0.0,-0.7999999999999972,-6.200000000000003
81,80,80_81,76.0,76.0,76.0,76.0,76.0,76.0,76.0,2196.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,5_6,79.0,79.0,79.0,79.0,79.0,79.0,79.0,2045.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5,5_6,83.0,83.0,83.0,83.0,83.0,83.0,83.0,2045.0,0.0,0.0,0.0,0.0,0.0,0.0
101,110,101_110,79.1,81.0,81.0,81.0,81.0,81.0,81.0,2141.0,-1.9000000000000057,0.0,0.0,0.0,0.0,0.0
110,101,101_110,54.3,55.65,56.0,56.0,56.0,56.0,56.0,2141.0,-1.7000000000000028,-0.3500000000000014,0.0,0.0,0.0,0.0
101,110,101_110,78.0,73.3,58.85,52.0,52.0,52.0,52.0,3051.0,26.0,21.299999999999997,6.850000000000001,0.0,0.0,0.0
110,101,101_110,56.0,56.4,56.65,57.0,57.0,57.0,57.0,3051.0,-1.0,-0.6000000000000014,-0.3500000000000014,0.0,0.0,0.0
101,110,101_110,89.0,89.0,88.45,88.0,88.0,88.0,88.0,2120.0,1.0,1.0,0.45000000000000284,0.0,0.0,0.0
110,101,101_110,66.25,67.0,67.0,67.0,67.0,67.05,68.0,2120.0,-0.75,0.0,0.0,0.0,0.04999999999999716,1.0
101,110,101_110,82.1,79.2,69.0,69.0,75.25,76.0,76.0,2518.0,13.099999999999994,10.200000000000003,0.0,6.25,7.0,7.0
110,101,101_110,68.0,68.0,68.0,68.0,68.0,68.0,68.0,2518.0,0.0,0.0,0.0,0.0,0.0,0.0
101,110,101_110,85.0,85.0,79.8,63.37931034482759,61.0,52.15,70.3,2878.0,21.620689655172413,21.620689655172413,16.42068965517241,-2.379310344827587,-11.229310344827589,6.92068965517241
110,101,101_110,69.0,74.45,76.0,76.0,76.0,76.0,76.0,2878.0,-7.0,-1.5499999999999972,0.0,0.0,0.0,0.0
101,110,101_110,68.2,61.0,60.55,58.48,70.0,70.0,70.0,2470.0,9.720000000000006,2.520000000000003,2.0700000000000003,11.520000000000003,11.520000000000003,11.520000000000003
110,101,101_110,76.0,76.0,76.0,76.0,76.0,76.0,76.0,2470.0,0.0,0.0,0.0,0.0,0.0,0.0
101,110,101_110,65.7,67.15,67.0,75.0,78.0,79.0,73.45,2100.0,-9.299999999999997,-7.849999999999994,-8.0,3.0,4.0,-1.5499999999999972
110,101,101_110,66.0,65.95,66.8,67.71428571428571,68.0,68.0,68.6,2100.0,-1.7142857142857082,-1.7642857142857054,-0.914285714285711,0.2857142857142918,0.2857142857142918,0.8857142857142861
101,110,101_110,85.0,85.0,91.0,95.29166666666667,96.0,96.0,96.0,2395.0,-10.291666666666671,-10.291666666666671,-4.291666666666671,0.7083333333333286,0.7083333333333286,0.7083333333333286
110,101,101_110,73.0,73.0,73.0,73.0,73.0,73.0,73.0,2395.0,0.0,0.0,0.0,0.0,0.0,0.0
100,101,100_101,73.0,73.0,73.0,73.0,73.0,73.0,73.0,2470.0,0.0,0.0,0.0,0.0,0.0,0.0
101,100,100_101,72.0,72.0,72.0,72.0,72.0,72.0,72.0,2470.0,0.0,0.0,0.0,0.0,0.0,0.0
45,40,45_40,88.0,88.0,88.0,88.0,88.0,88.0,88.0,2686.0,0.0,0.0,0.0,0.0,0.0,0.0
40,45,45_40,60.0,60.0,60.0,60.0,60.0,60.0,60.0,2686.0,0.0,0.0,0.0,0.0,0.0,0.0
42,48,42_48,54.6,53.05,53.0,53.0,53.0,53.0,53.0,3425.0,1.6000000000000014,0.04999999999999716,0.0,0.0,0.0,0.0
48,42,42_48,42.0,41.95,41.2,39.74285714285714,39.15,39.8,25.2,3425.0,2.25714285714286,2.2071428571428626,1.4571428571428626,-0.5928571428571416,0.05714285714285694,-14.542857142857141
101,105,101_105,35.0,35.0,35.0,35.0,41.55,48.95,49.0,3519.0,0.0,0.0,0.0,6.549999999999997,13.950000000000003,14.0
105,101,101_105,55.0,55.0,55.0,55.0,55.0,55.0,55.0,3519.0,0.0,0.0,0.0,0.0,0.0,0.0
101,105,101_105,46.0,46.0,53.6,63.96296296296296,64.0,64.0,64.0,2656.0,-17.962962962962962,-17.962962962962962,-10.36296296296296,0.03703703703703809,0.03703703703703809,0.03703703703703809
105,101,101_105,32.0,32.0,32.0,32.0,32.0,32.0,32.0,2656.0,0.0,0.0,0.0,0.0,0.0,0.0
101,105,101_105,64.75,64.0,64.0,64.0,64.0,64.0,64.0,3549.0,0.75,0.0,0.0,0.0,0.0,0.0
105,101,101_105,32.0,32.0,32.0,32.0,32.0,40.0,57.15,3549.0,0.0,0.0,0.0,0.0,8.0,25.15
101,105,101_105,44.6,45.0,45.0,45.0,45.0,47.25,49.0,2499.0,-0.3999999999999986,0.0,0.0,0.0,2.25,4.0
105,101,101_105,21.0,21.0,21.0,21.0,21.0,21.0,25.2,2499.0,0.0,0.0,0.0,0.0,0.0,4.199999999999999
101,105,101_105,71.0,71.0,71.0,71.0,50.25,50.0,50.0,2456.0,0.0,0.0,0.0,-20.75,-21.0,-21.0
105,101,101_105,29.0,29.0,29.0,29.0,29.0,29.0,29.0,2456.0,0.0,0.0,0.0,0.0,0.0,0.0
101,105,101_105,82.4,88.45,89.0,89.0,89.0,89.0,89.0,2542.0,-6.599999999999994,-0.5499999999999972,0.0,0.0,0.0,0.0
105,101,101_105,60.0,60.0,60.0,60.0,60.0,60.0,60.0,2542.0,0.0,0.0,0.0,0.0,0.0,0.0
101,105,101_105,87.0,85.95,87.55,88.0,88.0,88.0,88.0,2192.0,-1.0,-2.049999999999997,-0.45000000000000284,0.0,0.0,0.0
105,101,101_105,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2192.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,5_7,93.0,93.0,93.0,93.0,93.0,93.0,93.0,2464.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5,5_7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2464.0,0.0,0.0,0.0,0.0,0.0,0.0
82,85,82_85,60.9,58.65,58.0,58.0,58.0,58.0,58.0,2193.0,2.8999999999999986,0.6499999999999986,0.0,0.0,0.0,0.0
85,82,82_85,63.0,63.0,63.0,57.81818181818182,45.1,39.35,40.45,2193.0,5.18181818181818,5.18181818181818,5.18181818181818,-12.718181818181819,-18.46818181818182,-17.368181818181817
108,106,108_106,32.0,32.0,32.0,32.0,32.0,32.0,32.0,2125.0,0.0,0.0,0.0,0.0,0.0,0.0
106,108,108_106,46.0,46.0,46.0,46.0,46.0,46.0,46.0,2125.0,0.0,0.0,0.0,0.0,0.0,0.0
108,106,108_106,42.7,43.0,43.0,43.0,43.0,43.0,54.25,2495.0,-0.29999999999999716,0.0,0.0,0.0,0.0,11.25
106,108,108_106,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2495.0,0.0,0.0,0.0,0.0,0.0,0.0
27,29,27_29,76.0,76.0,76.0,76.0,76.0,76.0,76.0,2226.0,0.0,0.0,0.0,0.0,0.0,0.0
29,27,27_29,82.0,82.0,82.0,82.0,80.75,79.0,79.0,2226.0,0.0,0.0,0.0,-1.25,-3.0,-3.0
105,109,105_109,49.3,57.65,65.15,70.0,69.95,33.15,7.0,2421.0,-20.700000000000003,-12.350000000000001,-4.849999999999994,-0.04999999999999716,-36.85,-63.0
109,105,105_109,63.65,72.2,73.0,73.0,73.0,73.0,73.0,2421.0,-9.350000000000001,-0.7999999999999972,0.0,0.0,0.0,0.0
105,109,105_109,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2105.0,0.0,0.0,0.0,0.0,0.0,0.0
109,105,105_109,73.0,73.0,73.0,73.0,73.0,73.0,73.0,2105.0,0.0,0.0,0.0,0.0,0.0,0.0
105,109,105_109,40.0,40.0,40.0,40.0,40.0,40.0,40.0,2148.0,0.0,0.0,0.0,0.0,0.0,0.0
109,105,105_109,61.0,49.4,45.6,44.0,44.0,44.0,41.2,2148.0,17.0,5.399999999999999,1.6000000000000014,0.0,0.0,-2.799999999999997
105,109,105_109,19.0,19.0,19.0,19.0,19.0,19.0,16.75,2207.0,0.0,0.0,0.0,0.0,0.0,-2.25
109,105,105_109,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2207.0,0.0,0.0,0.0,0.0,0.0,0.0
80,84,80_84,74.0,74.0,74.0,74.0,74.0,74.0,74.0,2434.0,0.0,0.0,0.0,0.0,0.0,0.0
84,80,80_84,18.8,19.0,19.0,19.0,19.0,19.0,19.0,2434.0,-0.1999999999999993,0.0,0.0,0.0,0.0,0.0
82,81,82_81,47.8,49.6,51.0,49.869565217391305,47.15,45.0,43.3,2320.0,-2.0695652173913075,-0.26956521739130324,1.1304347826086953,-2.719565217391306,-4.869565217391305,-6.5695652173913075
81,82,82_81,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2320.0,0.0,0.0,0.0,0.0,0.0,0.0
82,81,82_81,51.0,51.0,51.0,51.0,51.0,51.0,51.0,2472.0,0.0,0.0,0.0,0.0,0.0,0.0
81,82,82_81,62.0,62.0,62.0,62.0,62.0,62.0,62.0,2472.0,0.0,0.0,0.0,0.0,0.0,0.0
100,104,100_104,57.0,57.0,57.0,57.0,52.45,42.0,42.0,2169.0,0.0,0.0,0.0,-4.549999999999997,-15.0,-15.0
104,100,100_104,43.0,43.0,43.0,43.0,43.0,43.0,43.0,2169.0,0.0,0.0,0.0,0.0,0.0,0.0
110,104,110_104,26.0,26.0,26.0,26.0,26.0,26.0,26.0,2226.0,0.0,0.0,0.0,0.0,0.0,0.0
104,110,110_104,60.0,60.0,60.0,60.0,60.0,60.0,60.0,2226.0,0.0,0.0,0.0,0.0,0.0,0.0
45,44,45_44,84.0,84.0,84.0,84.0,84.0,84.0,84.0,2333.0,0.0,0.0,0.0,0.0,0.0,0.0
44,45,45_44,54.0,54.0,54.0,54.0,54.0,54.0,54.0,2333.0,0.0,0.0,0.0,0.0,0.0,0.0
100,105,100_105,31.0,31.0,31.0,31.0,31.0,31.0,31.0,2384.0,0.0,0.0,0.0,0.0,0.0,0.0
105,100,100_105,46.0,46.0,46.0,46.0,46.0,46.0,46.0,2384.0,0.0,0.0,0.0,0.0,0.0,0.0
82,80,82_80,76.25,76.0,75.5,70.77272727272727,82.2,84.0,83.25,2210.0,5.477272727272734,5.227272727272734,4.727272727272734,11.427272727272737,13.227272727272734,12.477272727272734
80,82,82_80,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2210.0,0.0,0.0,0.0,0.0,0.0,0.0
108,103,108_103,66.0,66.0,73.55,75.0,75.0,75.0,75.0,3821.0,-9.0,-9.0,-1.4500000000000028,0.0,0.0,0.0
103,108,108_103,51.0,50.95,47.3,47.0,47.0,47.0,47.0,3821.0,4.0,3.950000000000003,0.29999999999999716,0.0,0.0,0.0
108,103,108_103,65.0,65.0,65.0,65.0,65.0,65.0,65.0,2561.0,0.0,0.0,0.0,0.0,0.0,0.0
103,108,108_103,38.0,45.35,62.15,60.88,56.0,54.8,53.0,2561.0,-22.880000000000003,-15.530000000000001,1.269999999999996,-4.880000000000003,-6.080000000000005,-7.880000000000003
108,103,108_103,67.0,67.0,67.0,79.37096774193549,27.45,31.0,31.0,6127.0,-12.370967741935488,-12.370967741935488,-12.370967741935488,-51.920967741935485,-48.37096774193549,-48.37096774193549
103,108,108_103,58.6,59.45,58.0,27.24590163934426,4.0,4.0,4.0,6127.0,31.35409836065574,32.20409836065574,30.75409836065574,-23.24590163934426,-23.24590163934426,-23.24590163934426
1,6,1_6,31.0,31.0,31.0,31.0,31.0,31.15,32.0,2094.0,0.0,0.0,0.0,0.0,0.14999999999999858,1.0
6,1,1_6,54.0,54.0,54.0,54.0,54.0,54.0,54.0,2094.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,1_6,28.0,28.0,28.0,29.181818181818183,42.8,63.05,62.05,2226.0,-1.1818181818181834,-1.1818181818181834,-1.1818181818181834,13.618181818181814,33.86818181818181,32.86818181818181
6,1,1_6,94.0,94.0,94.0,94.0,94.0,94.0,94.0,2226.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,1_6,90.0,90.0,90.0,90.0,90.0,90.0,90.0,2690.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1,1_6,95.6,99.9,100.0,100.0,100.0,100.0,100.0,2690.0,-4.400000000000006,-0.09999999999999432,0.0,0.0,0.0,0.0
47,43,47_43,28.0,28.0,24.4,21.115384615384617,19.0,19.0,19.6,2589.0,6.884615384615383,6.884615384615383,3.284615384615382,-2.1153846153846168,-2.1153846153846168,-1.5153846153846153
43,47,47_43,17.0,17.0,17.0,17.0,17.0,17.0,17.0,2589.0,0.0,0.0,0.0,0.0,0.0,0.0
47,43,47_43,48.0,48.0,48.0,48.0,48.0,48.0,48.0,2328.0,0.0,0.0,0.0,0.0,0.0,0.0
43,47,47_43,17.0,17.0,17.0,17.0,17.0,17.0,17.0,2328.0,0.0,0.0,0.0,0.0,0.0,0.0
109,110,109_110,96.0,96.0,96.0,96.0,96.0,96.0,96.0,6060.0,0.0,0.0,0.0,0.0,0.0,0.0
110,109,109_110,80.7,80.0,80.0,80.0,80.0,79.8,77.05,6060.0,0.7000000000000028,0.0,0.0,0.0,-0.20000000000000284,-2.950000000000003
110,107,110_107,19.0,19.0,19.0,19.0,19.0,19.0,19.0,2444.0,0.0,0.0,0.0,0.0,0.0,0.0
107,110,110_107,81.0,80.85,79.1,79.0,79.0,79.0,79.0,2444.0,2.0,1.8499999999999943,0.09999999999999432,0.0,0.0,0.0
100,106,100_106,16.0,16.0,15.45,13.80952380952381,15.0,15.0,15.0,2040.0,2.19047619047619,2.19047619047619,1.640476190476189,1.1904761904761898,1.1904761904761898,1.1904761904761898
106,100,100_106,38.0,38.0,38.0,38.0,38.0,38.0,38.0,2040.0,0.0,0.0,0.0,0.0,0.0,0.0
100,106,100_106,22.2,25.0,25.0,25.0,25.0,22.0,21.0,2139.0,-2.8000000000000007,0.0,0.0,0.0,-3.0,-4.0
106,100,100_106,38.0,38.0,38.0,38.0,38.0,38.0,38.0,2139.0,0.0,0.0,0.0,0.0,0.0,0.0
100,106,100_106,41.9,12.5,10.0,9.80952380952381,5.7,11.95,34.55,4170.0,32.09047619047619,2.69047619047619,0.1904761904761898,-4.10952380952381,2.140476190476189,24.740476190476187
106,100,100_106,37.0,37.0,35.85,35.0,35.0,35.0,35.0,4170.0,2.0,2.0,0.8500000000000014,0.0,0.0,0.0
100,106,100_106,27.0,27.0,27.0,27.0,27.0,27.0,27.0,2063.0,0.0,0.0,0.0,0.0,0.0,0.0
106,100,100_106,35.0,35.0,35.0,35.0,35.0,35.0,35.0,2063.0,0.0,0.0,0.0,0.0,0.0,0.0
110,106,110_106,28.0,28.0,28.0,28.0,28.0,28.0,30.7,3471.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999993
106,110,110_106,38.0,38.0,38.0,38.0,38.0,38.0,38.0,3471.0,0.0,0.0,0.0,0.0,0.0,0.0
110,106,110_106,34.0,34.0,34.0,37.34615384615385,40.0,40.0,40.0,2584.0,-3.3461538461538467,-3.3461538461538467,-3.3461538461538467,2.6538461538461533,2.6538461538461533,2.6538461538461533
106,110,110_106,38.0,38.0,38.0,38.0,38.0,38.0,38.0,2584.0,0.0,0.0,0.0,0.0,0.0,0.0
110,106,110_106,31.0,31.0,33.85,35.0,35.0,35.0,35.0,2104.0,-4.0,-4.0,-1.1499999999999986,0.0,0.0,0.0
106,110,110_106,38.0,38.0,38.0,38.0,38.0,38.0,38.0,2104.0,0.0,0.0,0.0,0.0,0.0,0.0
110,106,110_106,35.0,35.0,35.0,35.0,35.0,35.0,35.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0
106,110,110_106,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0
110,106,110_106,34.0,32.4,30.0,30.0,30.0,30.0,30.0,3147.0,4.0,2.3999999999999986,0.0,0.0,0.0,0.0
106,110,110_106,65.0,65.0,65.0,65.0,65.0,65.0,65.0,3147.0,0.0,0.0,0.0,0.0,0.0,0.0
110,106,110_106,34.0,34.0,34.0,34.0,34.0,34.0,34.0,2996.0,0.0,0.0,0.0,0.0,0.0,0.0
106,110,110_106,79.0,79.0,79.0,79.0,79.0,79.0,79.0,2996.0,0.0,0.0,0.0,0.0,0.0,0.0
22,23,22_23,88.0,88.0,88.0,88.0,88.0,88.0,88.0,2123.0,0.0,0.0,0.0,0.0,0.0,0.0
23,22,22_23,46.0,46.0,46.0,46.0,46.0,50.25,58.0,2123.0,0.0,0.0,0.0,0.0,4.25,12.0
3,7,3_7,67.0,67.0,67.0,50.794117647058826,41.0,41.1,48.35,3335.0,16.205882352941174,16.205882352941174,16.205882352941174,-9.794117647058826,-9.694117647058825,-2.4441176470588246
7,3,3_7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3335.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,3_7,60.85,50.0,70.45,50.666666666666664,55.85,59.0,59.0,2101.0,10.183333333333337,-0.6666666666666643,19.78333333333334,5.183333333333337,8.333333333333336,8.333333333333336
7,3,3_7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2101.0,0.0,0.0,0.0,0.0,0.0,0.0
80,86,80_86,83.0,83.0,83.0,83.0,83.0,83.0,83.0,2196.0,0.0,0.0,0.0,0.0,0.0,0.0
86,80,80_86,66.0,66.0,66.0,66.0,66.0,66.0,66.0,2196.0,0.0,0.0,0.0,0.0,0.0,0.0
66,67,66_67,62.45,61.3,64.95,70.84615384615384,45.89473684210526,47.23809523809524,54.63157894736842,2505.0,-8.396153846153837,-9.546153846153842,-5.896153846153837,-24.95141700404858,-23.6080586080586,-16.214574898785422
67,66,66_67,81.0,81.0,76.85,29.423076923076923,11.8,28.15,32.75,2505.0,51.57692307692308,51.57692307692308,47.426923076923075,-17.623076923076923,-1.2730769230769248,3.3269230769230766
1,5,1_5,71.38095238095238,61.421052631578945,28.0,28.047619047619047,25.85,22.55,24.9,2053.0,43.33333333333333,33.373433583959894,-0.04761904761904745,-2.197619047619046,-5.497619047619047,-3.147619047619049
5,1,1_5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2053.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,1_8,99.9,88.0,78.3,75.29166666666667,74.55,73.8,72.0,2400.0,24.608333333333334,12.708333333333329,3.0083333333333258,-0.7416666666666742,-1.4916666666666742,-3.2916666666666714
8,1,1_8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0
40,46,40_46,9.25,9.0,9.0,9.0,9.0,9.0,9.0,3017.0,0.25,0.0,0.0,0.0,0.0,0.0
46,40,40_46,46.0,45.55,42.95,41.0,41.0,41.0,35.3,3017.0,5.0,4.549999999999997,1.9500000000000028,0.0,0.0,-5.700000000000003
40,46,40_46,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2960.0,0.0,0.0,0.0,0.0,0.0,0.0
46,40,40_46,22.0,22.0,22.0,22.0,22.3,23.0,23.0,2960.0,0.0,0.0,0.0,0.3000000000000007,1.0,1.0
